estado,municipio,businesses,employees,Payroll,expenditures,income,payroll_employee_day,profits_biz_day,sales_employee_day,employees_unit
Hidalgo,Mineral del Monte,344,1580,42.73810894,548.6702748,756.9508774,75.13732234,1336.744942,1330.785649,4.593023256
Hidalgo,Mixquiahuala de Juarez,991,4714,226.1585043,3440.820311,4696.172716,133.2664547,2884.835465,2767.272849,4.756811302
Hidalgo,Molango de Escamilla,150,727,21.81089582,517.5842034,699.2109104,83.33675617,2959.552059,2671.599077,4.846666667
Hidalgo,Nicolas Flores,26,145,0.522176143,10.29517204,13.7975147,10.00337439,318.3938587,264.320205,5.576923077
Hidalgo,Nopala de Villagran,88,379,3.964521948,92.91058508,112.7127041,29.05688909,499.92415,826.0972156,4.306818182
Hidalgo,Omitlan de Juarez,70,317,0.960000755,45.08928811,58.72515883,8.412204306,503.0107127,514.5912971,4.528571429
Hidalgo,Pachuca de Soto,7360,54485,2670.533315,90703.04616,111623.7243,136.1502817,6887.886773,5690.848871,7.402853261
Hidalgo,Pacula,16,68,0.301255467,4.991598565,8.050562481,12.30618738,478.7688278,328.8628464,4.25
Hidalgo,Pisaflores,83,497,6.017075865,130.9447834,170.399548,33.62997912,1119.065888,952.3784263,5.987951807
Hidalgo,Progreso de Obregon,702,3161,72.28122843,3001.947377,3734.369553,63.51825058,2612.143667,3281.635166,4.502849003
Hidalgo,San Agustin Metzquititlan,83,341,12.91381769,222.5985553,317.2559094,105.1956475,2735.727458,2584.358989,4.108433735
Hidalgo,San Agustin Tlaxiaca,306,1405,32.54764067,790.0987443,986.4088109,64.34883486,1486.587018,1950.195356,4.591503268
Hidalgo,San Bartolo Tutotepec,141,657,9.35900318,171.6129414,256.8646174,39.56960587,1495.127519,1086.016478,4.659574468
Hidalgo,San Felipe Orizatlan,310,1713,29.3422825,630.3809606,816.9220141,47.58105096,1408.591138,1324.709759,5.525806452
Hidalgo,San Salvador,165,740,9.218417296,444.2032477,524.7402021,34.60366853,1200.648773,1969.745503,4.484848485
Hidalgo,Santiago de Anaya,69,324,0.73506334,40.69489866,58.34363847,6.301983367,680.9048498,500.2026618,4.695652174
Hidalgo,Santiago Tulantepec,447,2178,75.54683769,1035.15058,1378.433052,96.35093063,1663.780974,1758.026033,4.872483221
Hidalgo,Singuilucan,109,721,14.21524131,858.1939537,1132.796723,54.76668713,6635.767795,4364.296206,6.614678899
Hidalgo,Tasquillo,198,864,10.94561531,207.4321179,277.2349069,35.19037843,825.717925,891.31593,4.363636364
Hidalgo,Tecozautla,278,1265,22.87131507,532.5456287,710.0142147,50.2224749,1544.73692,1559.100164,4.550359712
Hidalgo,Tenango de Doria,111,509,4.193476103,95.75401355,147.9671169,22.88515664,1201.692373,807.504458,4.585585586
Hidalgo,Tepeapulco,1156,6701,146.518609,5002.535514,5969.282002,60.7366268,1970.943576,2474.457379,5.796712803
Hidalgo,Tepehuacan de Guerrero,35,147,2.514478966,75.06116343,92.62734756,47.51471969,1194.579775,1750.327807,4.2
Hidalgo,Tepeji del Rio de Ocampo,1334,8296,278.9384622,8321.315697,10242.04439,93.39791003,3418.686972,3429.378412,6.218890555
Hidalgo,Tepetitlan,39,162,0.899749662,29.37912298,39.13722756,15.42780628,630.9369597,671.0772901,4.153846154
Hidalgo,Tetepango,196,876,5.960841511,334.8783255,455.2262271,18.90170444,1621.131803,1443.512897,4.469387755
Hidalgo,Tezontepec de Aldama,770,3409,33.15818509,695.8867782,916.9576177,27.01850094,677.8955788,747.170576,4.427272727
Hidalgo,Tianguistengo,40,192,1.144770775,18.62935893,25.99167803,16.56207719,431.7741889,376.0370085,4.8
Hidalgo,Tizayuca,1381,9028,298.6164693,12438.16781,14904.88478,91.8797289,4360.971323,4586.005509,6.537291818
Hidalgo,Tlahuelilpan,436,2297,81.84508532,1991.286828,2452.644668,98.9758203,2417.894716,2965.999937,5.268348624
Hidalgo,Tlahuiltepa,12,40,0.056234354,6.114708242,7.137811246,3.905163463,223.8121873,495.6813365,3.333333333
Hidalgo,Tlanalapa,173,742,4.418413519,203.9469125,254.9763331,16.54093111,748.4105192,954.5385336,4.289017341
Hidalgo,Tlanchinol,149,819,16.93055726,438.5609586,548.1288488,57.42286411,1727.019631,1859.072205,5.496644295
Hidalgo,Tlaxcoapan,734,3895,81.13412242,3955.093123,4641.26276,57.86201856,2289.719629,3309.986279,5.30653951
Hidalgo,Tolcayuca,289,1107,17.27198012,431.1894371,544.699995,43.34030944,925.0151646,1366.807174,3.830449827
Hidalgo,Tula de Allende,1923,13929,872.7170047,51915.73591,60137.65827,174.0407712,10615.94347,11992.89617,7.243369735
Hidalgo,Tulancingo de Bravo,3950,25737,1156.724592,27137.12866,34185.80324,124.8445377,4143.424743,3689.651651,6.515696203
Hidalgo,Villa de Tezontepec,233,1060,11.94578346,350.4191329,446.6492631,31.30446399,1004.820539,1170.464526,4.549356223
Hidalgo,Xochiatipan,55,164,1.209038608,36.91108868,50.65044949,20.47829621,632.8445557,857.9005672,2.981818182
Hidalgo,Xochicoatlan,34,179,1.578578648,27.1418172,33.22124733,24.49687536,367.7166247,515.5376681,5.264705882
Hidalgo,Yahualica,136,584,0.309288946,32.03982329,48.86841136,1.471123223,337.4039854,232.4410738,4.294117647
Hidalgo,Zacualtipan de angeles,586,3481,93.68241681,2150.090971,2684.295136,74.75694789,2088.176661,2142.02108,5.940273038
Hidalgo,Zapotlan de Juarez,373,1591,14.24737523,684.5353482,837.6013834,24.87494802,1033.799969,1462.39504,4.26541555
Hidalgo,Zempoala,261,1085,13.0062027,597.3428176,759.9402584,33.29800999,1592.073629,1945.571578,4.157088123
Hidalgo,Zimapan,588,2758,53.40255248,1338.987402,1803.166626,53.78550528,1940.554953,1816.097239,4.69047619
Jalisco,Acatic,243,1466,11.68002584,366.9048372,469.729765,22.13132076,1041.894169,890.044272,6.032921811
Jalisco,Acatlan de Juarez,351,2008,15.23541741,674.9783248,834.4681368,21.07599797,1141.614392,1154.366059,5.720797721
Jalisco,Ahualulco de Mercado,345,1834,26.65276365,670.1084056,870.6942329,40.36829584,1400.427244,1318.754139,5.315942029
Jalisco,Amacueca,52,267,1.288051775,34.95159601,44.97199097,13.40045542,466.471324,467.8733975,5.134615385
Jalisco,Amatitan,175,1097,8.87580579,383.7627921,476.0236585,22.47494629,1323.572391,1205.367311,6.268571429
Jalisco,Ameca,793,6694,271.5162449,4316.93087,5657.796113,112.6698224,3745.793044,2347.789112,8.441361917
Jalisco,Arandas,1172,8671,173.0597792,3713.612949,4731.473212,55.44015788,2002.27646,1515.739954,7.398464164
Jalisco,Atemajac de Brizuela,83,360,2.020789636,53.41406361,68.78308354,15.59251262,446.7279212,530.7336693,4.337349398
Jalisco,Atengo,36,243,2.394071188,69.43334935,86.13258093,27.36706891,1103.79324,984.5974043,6.75
Jalisco,Atenguillo,30,204,2.818045296,36.22721885,64.34661276,38.37207647,2342.717464,876.1793677,6.8
Jalisco,Atotonilco el Alto,698,6195,157.5962453,2805.254374,3475.921492,70.66462439,2041.829322,1558.569407,8.875358166
Jalisco,Atoyac,117,563,2.366420703,71.30567238,94.34742057,11.67564981,490.8672243,465.4994107,4.811965812
Jalisco,Autlan de Navarro,913,7802,220.0702127,4314.72026,5381.319625,78.35249249,2575.542022,1915.933103,8.545454545
Jalisco,Ayotlan,557,2893,24.85087369,507.1528733,638.7476132,23.86111465,532.3352591,613.3076134,5.193895871
Jalisco,Ayutla,194,1331,15.29993521,361.0952326,454.4917837,31.93074383,1118.221877,948.5177889,6.860824742
Jalisco,Bolaños,30,173,1.087585756,31.57342723,36.69870984,17.4628413,373.8608201,589.2535299,5.766666667
Jalisco,Cabo Corrientes,68,387,6.182187678,98.32867338,129.9814791,44.37401434,1040.466422,932.9707082,5.691176471
Jalisco,Cañadas de Obregon,56,442,2.723572805,72.04802379,95.38412164,17.11647062,1022.446679,599.4477227,7.892857143
Jalisco,Casimiro Castillo,322,2072,33.68059533,467.2585325,593.6485755,45.15309327,799.7709429,795.8609174,6.434782609
Jalisco,Chapala,843,6901,133.3122066,2456.873084,3102.922544,53.66058324,1689.525677,1248.982653,8.18623962
Jalisco,Chimaltitan,21,105,0.147469255,11.57927253,13.090892,3.901303044,180.4431496,346.3198941,5
Jalisco,Chiquilistlan,69,395,2.947080894,65.78267183,97.55662022,20.7249008,1160.501912,686.0521815,5.724637681
Jalisco,Cihuatlan,721,5195,112.8992358,1708.296255,2271.254516,60.36746647,1733.930595,1214.44472,7.205270458
Jalisco,Cocula,338,2567,44.71774739,819.8566604,1034.315137,48.38954616,1394.976409,1119.24332,7.594674556
Jalisco,Colotlan,268,1824,36.53089953,559.058742,776.6339379,55.63307068,1876.49561,1182.739306,6.805970149
Jalisco,Concepcion de Buenos Aires,126,766,3.790420697,132.923189,170.2247918,13.74536081,738.7826762,617.293269,6.079365079
Jalisco,Cuautitlan de Garcia Barragan,76,493,4.007016165,83.0235485,107.4560991,22.57728288,746.5473115,605.4546941,6.486842105
Jalisco,Cuautla,28,185,0.972375401,18.74202399,24.58353651,14.60023124,483.0493168,369.1221698,6.607142857
Jalisco,Cuquio,187,1243,20.19176691,293.8701438,396.649962,45.12328352,1226.798148,886.4082462,6.647058824
Jalisco,Degollado,272,1758,17.70552744,581.2987446,711.715615,27.97612097,1151.055381,1124.56645,6.463235294
Jalisco,Ejutla,20,97,1.009242714,9.450885249,13.28654392,28.90156685,392.5577711,380.485221,4.85
Jalisco,El Arenal,196,1230,13.89897729,380.3963694,474.9513844,31.3888376,1143.084434,1072.609269,6.275510204
Jalisco,El Grullo,467,3431,71.2599091,1397.044282,1762.869522,57.69285688,1752.113557,1427.239809,7.346895075
Jalisco,El Limon,63,376,3.083029114,101.9276682,128.5255239,22.77651532,1036.808931,949.5088939,5.968253968
Jalisco,El Salto,1593,14025,391.2797136,38922.89887,44252.31207,77.49647725,8610.820754,8764.569631,8.804143126
Jalisco,Encarnacion de Diaz,648,4365,96.52323586,3142.324202,3818.347922,61.42499418,2484.141307,2429.901949,6.736111111
Jalisco,Estatal,102835,937943,30214.21298,884193.1283,1083668.608,89.48131111,4572.083295,3209.353424,9.120853795
Jalisco,Etzatlan,339,2066,25.91541737,390.6600824,482.126982,34.84379016,537.1311224,648.2292433,6.09439528
Jalisco,Gomez Farias,228,1218,3.97936568,193.2486382,247.6546738,9.075364167,614.3600136,564.8026679,5.342105263
Jalisco,Guachinango,31,198,1.721242712,30.90155222,40.74641772,24.14762502,727.9231888,571.6388568,6.387096774
Jalisco,Guadalajara,31876,331618,13713.24668,326489.5324,405853.9161,114.8681672,5721.052501,3399.610363,10.40337558
Jalisco,Hostotipaquillo,59,337,4.986304187,78.94061572,109.2372938,41.10043016,1191.637191,900.4063126,5.711864407
Jalisco,Huejucar,100,557,7.829695762,171.4056526,217.6767344,39.04695672,1067.816279,1085.561213,5.57
Jalisco,Huejuquilla el Alto,135,848,12.9957281,284.8914504,395.996942,42.56986407,2018.719413,1297.159794,6.281481481
Jalisco,Ixtlahuacan de los Membrillos,258,1809,13.9358446,4596.733924,5441.572793,21.39893834,8945.984324,8355.710327,7.011627907
Jalisco,Ixtlahuacan del Rio,215,1397,23.98218761,502.3181923,631.9582375,47.68588962,1365.0886,1256.578059,6.497674419
Jalisco,Jalostotitlan,460,3166,87.07598671,2967.528635,3499.940941,76.39852838,2689.228982,3070.77011,6.882608696
Jalisco,Jamay,343,2162,14.63401936,717.0480372,907.8630156,18.80206003,1426.79753,1166.439274,6.303206997
Jalisco,Jesus Maria,234,1214,15.21928797,365.6174683,471.3178487,34.8235584,1074.087043,1078.431834,5.188034188
Jalisco,Jilotlan de los Dolores,35,210,1.294964396,85.68755642,101.0478635,17.12915868,1116.297042,1336.611952,6
Jalisco,Jocotepec,497,3357,25.55365686,931.7449932,1160.41661,21.14458748,1135.244579,960.196447,6.754527163
Jalisco,Juanacatlan,117,740,2.811132675,127.9452059,170.6923237,10.55229983,948.1477951,640.7369508,6.324786325
Jalisco,Juchitlan,88,551,6.456388324,102.1555419,142.2770587,32.54884212,1062.661884,717.266882,6.261363636
Jalisco,La Barca,915,6421,150.5591968,5092.674003,6426.883477,65.13315545,3593.352392,2780.323019,7.017486339
Jalisco,La Huerta,186,1462,25.0167766,570.5463952,719.1021102,47.53149529,1844.966224,1366.283079,7.860215054
Jalisco,La Manzanilla de la Paz,60,339,1.62677022,59.09446146,80.97956676,13.3298117,937.8858835,663.5493835,5.65
Jalisco,Lagos de Moreno,1780,14931,393.1507298,11243.65687,13425.76677,73.14214457,2791.759013,2497.742722,8.388202247
Jalisco,Magdalena,253,1861,31.26117787,619.1798097,811.8080874,46.66126018,1771.707288,1211.726204,7.355731225
Jalisco,Mascota,204,1487,27.29563743,603.0219203,731.8220258,50.98938473,1382.141449,1367.073948,7.289215686
Jalisco,Mazamitla,231,1592,13.43122325,315.3607474,399.460235,23.43527228,849.7867292,696.9923141,6.891774892
Jalisco,Mexticacan,77,419,2.672880248,69.87969988,93.56481289,17.71996982,758.0170549,620.2917853,5.441558442
Jalisco,Mezquitic,41,298,1.760414232,37.47700034,60.0829255,16.40952864,1412.297488,560.0570982,7.268292683
Jalisco,Mixtlan,31,183,0.262679611,57.13051911,67.72859592,3.987243634,926.1108604,1028.060047,5.903225806
Jalisco,Ocotlan,1738,13861,364.0923739,7599.67695,9448.892518,72.96498849,2373.614618,1893.580814,7.975258918
Jalisco,Ojuelos de Jalisco,354,2538,39.31438172,911.8894421,1166.746077,43.02861146,1691.323391,1276.974517,7.169491525
Jalisco,Pihuamo,161,927,8.322796083,358.457066,453.6685211,24.93945848,1499.114199,1359.428626,5.757763975
Jalisco,Poncitlan,612,3986,59.18355963,1371.076078,1769.20407,41.24404836,1538.418815,1232.92919,6.513071895
Jalisco,Puerto Vallarta,3942,41264,1504.681806,35419.28914,43692.10726,101.2909966,4769.248768,2941.231209,10.46778285
Jalisco,Quitupan,33,218,1.271922325,21.62685797,28.63124438,16.20696133,482.5306468,364.8221761,6.606060606
Jalisco,San Cristobal de la Barranca,14,52,0.285721682,9.260598969,12.29303872,15.26291035,544.9837438,656.6794188,3.714285714
Jalisco,San Diego de Alejandria,88,499,6.249009684,166.3971298,203.7803663,34.78629305,982.7723126,1134.38191,5.670454545
Jalisco,San Gabriel,119,736,9.152310643,238.3135976,286.3912127,34.54223522,908.6205522,1080.88471,6.18487395
Jalisco,San Ignacio Cerro Gordo,200,1376,8.834330062,357.1509034,446.0914559,17.83416114,1112.586423,900.5399223,6.88
Jalisco,San Juan de los Lagos,1414,10118,187.0347954,4521.519161,5780.533389,51.34820105,2105.884475,1586.977386,7.155586987
Jalisco,San Juanito de Escobedo,104,469,1.827236239,81.59992521,105.7943283,10.82229471,597.4136434,626.5951686,4.509615385
Jalisco,San Julian,269,1754,47.92981211,635.3940801,828.1691614,75.90556839,1495.717361,1311.556381,6.520446097
Jalisco,San Marcos,57,331,1.444737858,54.17285952,66.10748003,12.12435262,511.2028581,554.7791207,5.807017544
Jalisco,San Martin de Bolaños,52,280,0.645177991,38.59052746,46.7150717,6.400575307,399.5387949,463.4431716,5.384615385
Jalisco,San Martin Hidalgo,384,2411,26.78179925,1078.866828,1282.335706,30.85602936,1278.118336,1477.413367,6.278645833
Jalisco,San Miguel el Alto,519,2996,40.14850469,1394.730307,1693.603661,37.22417361,1384.74015,1570.245198,5.772639692
Jalisco,San Pedro Tlaquepaque,6729,63017,2007.902206,107028.2919,128706.8221,88.50796018,8120.171359,5673.373061,9.364987368
Jalisco,San Sebastian del Oeste,17,76,0.520750807,17.59560788,25.26704775,19.03328973,1168.413245,923.5032073,4.470588235
Jalisco,Santa Maria de los angeles,27,155,0.702783169,27.45760547,34.38391897,12.59468044,640.2808981,616.1992646,5.740740741
Jalisco,Santa Maria del Oro,16,83,0.511533979,25.65575884,34.64309423,17.11961106,1471.493302,1159.407438,5.1875
Jalisco,Sayula,538,4088,55.23645285,1224.224403,1614.275701,37.5329235,1728.701186,1096.893143,7.598513011
Jalisco,Tala,853,5382,75.4397408,1432.912071,1883.57151,38.93623849,1221.895592,972.1559055,6.309495897
Jalisco,Talpa de Allende,299,1629,13.05102907,310.1384461,403.5867119,22.25467068,746.908553,688.1977898,5.448160535
Jalisco,Tamazula de Gordiano,487,3589,56.82405155,1363.600881,1737.696489,43.98010244,1809.67121,1344.924684,7.369609856
Jalisco,Tapalpa,231,1271,16.08336563,297.5466627,383.1118656,35.15028768,835.5199297,837.2931761,5.502164502
Jalisco,Tecalitlan,284,1986,21.02358568,453.113919,533.0371357,29.40526138,576.0918533,745.5481925,6.992957746
Jalisco,Techaluta de Montenegro,30,194,1.112932034,21.9839384,27.66823039,15.93545296,423.2740703,396.1659563,6.466666667
Jalisco,Tecolotlan,188,1388,17.72396109,324.5391239,436.1055853,35.47062339,1386.561765,872.7697432,7.382978723
Jalisco,Tenamaxtlan,115,651,1.933229766,203.7308281,253.3006292,8.248974935,1150.641819,1080.818523,5.660869565
Jalisco,Teocaltiche,470,3156,63.31039457,1234.121638,1590.301989,55.72313281,1730.909905,1399.71658,6.714893617
Jalisco,Teocuitatlan de Corona,103,707,37.48714548,714.7176176,916.7308753,147.2856572,4437.058041,3601.802905,6.86407767
Jalisco,Tepatitlan de Morelos,1983,18078,593.8817323,12255.94934,15288.73385,91.25298587,3416.404408,2349.192673,9.116490166
Jalisco,Tequila,601,3799,74.55722948,1432.956706,1846.618707,54.51524486,1567.317301,1350.222798,6.321131448
Jalisco,Teuchitlan,69,407,2.866433645,120.3948342,152.8422623,19.56342919,1190.861289,1043.149483,5.898550725
Jalisco,Tizapan el Alto,272,1540,17.51197404,369.7967188,505.4070193,31.58725476,1206.069511,911.6288228,5.661764706
Jalisco,Tlajomulco de Zuñiga,2936,26280,692.3589357,27742.66136,32916.0341,73.18185944,4239.530159,3479.20198,8.950953678
Jalisco,Toliman,47,208,0.663611648,27.14985852,34.47285166,8.86233504,393.5804662,460.3746215,4.425531915
Jalisco,Tomatlan,258,2052,38.93188334,988.8144328,1219.335788,52.70181305,2062.763477,1650.606167,7.953488372
Jalisco,Tonala,5145,34158,501.0959203,11922.41038,14688.17647,40.74984226,1222.692029,1194.463675,6.639067055
Jalisco,Tonaya,95,541,6.433346253,173.5363891,225.3732235,33.03217423,1327.587373,1157.184347,5.694736842
Jalisco,Tonila,116,608,4.804271825,82.61243616,110.3070271,21.94934131,548.1398245,503.9611982,5.24137931
Jalisco,Totatiche,29,177,2.33646601,192.1398095,225.7289543,36.66770261,2993.551604,3542.513407,6.103448276
Jalisco,Tototlan,278,1477,19.21939151,628.8233304,780.4326343,36.14569982,1322.840851,1467.751136,5.31294964
Jalisco,Tuxcacuesco,30,138,0.670524269,20.61199781,27.94773313,13.49686532,617.1491716,562.5550147,4.6
Jalisco,Tuxcueca,80,397,3.824983803,70.96033802,116.3646137,26.76311086,1443.725413,814.1940507,4.9625
Jalisco,Tuxpan,590,3854,29.43163742,565.0586328,706.6388289,21.21290825,528.0063964,509.3112703,6.53220339
Jalisco,Union de San Antonio,184,1048,8.22141097,187.5823356,227.5279355,21.79127166,478.927973,603.0744687,5.695652174
Jalisco,Union de Tula,208,1499,25.7610355,356.7538864,449.2549188,47.73744625,891.2926935,832.508559,7.206730769
Jalisco,Valle de Guadalupe,83,557,11.74684785,165.4809366,233.0849582,58.58192624,1869.383326,1162.402544,6.710843373
Jalisco,Valle de Juarez,115,707,8.822809026,132.7282043,166.7005164,34.66450191,607.4759204,654.9603818,6.147826087
Jalisco,Villa Corona,278,1405,15.18011644,315.0670957,393.2273239,30.01209261,629.2976794,777.4363858,5.053956835
Jalisco,Villa Guerrero,77,401,1.990834943,51.46656576,74.6831323,13.79076575,765.719033,517.3395144,5.207792208
Jalisco,Villa Hidalgo,866,4665,68.699935,1009.168017,1265.441035,40.90742825,601.6585942,753.5078215,5.386836028
Jalisco,Villa Purificacion,141,657,6.391870525,151.7850228,171.4622267,27.0246513,261.7283954,724.9375389,4.659574468
Jalisco,Yahualica de Gonzalez Gallo,368,2620,54.09126192,854.7730182,1047.040135,57.34866616,1042.994072,1110.093442,7.119565217
Jalisco,Zacoalco de Torres,435,2590,20.17563746,668.5085913,806.70081,21.63839281,753.6180157,865.1874839,5.954022989
Jalisco,Zapopan,12298,156010,6060.403419,211774.9974,257684.8228,107.9062492,9000.881349,4588.110854,12.68580257
Jalisco,Zapotiltic,464,2980,35.44561798,1625.700263,1886.513912,33.04028522,1349.186005,1758.495443,6.422413793
Jalisco,Zapotitlan de Vadillo,75,448,4.951741081,96.2707625,114.3699805,30.70275968,486.943591,709.1392642,5.973333333
Jalisco,Zapotlan del Rey,83,616,2.5277152,139.9261939,183.6917421,11.39842713,1380.114892,828.3357778,7.421686747
Jalisco,Zapotlan el Grande,1919,17657,479.5054997,11444.34546,14003.60566,75.43522237,3010.472313,2203.03022,9.20114643
Jalisco,Zapotlanejo,1235,9020,203.2955849,3248.266676,4171.202346,62.60642552,1618.623672,1284.553568,7.303643725
Mexico,Acambay,352,1777,11.37070597,317.3299807,385.8244185,17.77450443,450.7870252,603.1145165,5.048295455
Mexico,Acolman,1567,7468,83.07501919,2582.782458,3273.237298,30.90036719,1076.685493,1217.504797,4.765794512
Mexico,Aculco,241,1789,103.205497,775.1194385,1212.973015,160.2470296,3857.170115,1883.38149,7.423236515
Mexico,Almoloya de Alquisiras,206,1051,5.19207918,292.1627834,342.5745379,13.72259007,609.758297,905.4195419,5.101941748
Mexico,Almoloya de Juarez,929,4020,31.88844311,1191.848218,1477.83778,22.03457926,759.7808841,1021.170385,4.327233584
Mexico,Almoloya del Rio,192,835,2.593411133,85.82665551,114.9648699,8.627448879,384.0393994,382.4513304,4.348958333
Mexico,Amanalco,121,470,2.125545746,45.0985941,62.72534254,12.5623271,355.8586477,370.7171545,3.884297521
Mexico,Amatepec,275,1448,15.21526275,846.1435022,983.3035878,29.18827261,1231.765888,1886.325176,5.265454545
Mexico,Amecameca,886,4297,38.19674046,1895.503981,2404.168187,24.692124,1475.004592,1554.164525,4.849887133
Mexico,Apaxco,461,2195,13.88175878,562.2682164,685.6090464,17.56739911,659.5509238,867.6398968,4.761388286
Mexico,Atenco,739,3333,17.48624979,741.6391577,926.2444775,14.57333216,628.1727185,771.9475927,4.51014885
Mexico,Atizapan,179,792,3.636032501,217.4357458,260.0502376,12.75263924,604.8798771,912.0729432,4.424581006
Mexico,Atizapan de Zaragoza,5789,36733,645.3142867,21442.35905,27196.82548,48.79916384,2451.561462,2056.644909,6.345310071
Mexico,Atlacomulco,1851,13633,371.3764742,8359.475309,10879.86344,75.66942839,3225.000985,2216.815293,7.365207996
Mexico,Atlautla,423,1716,18.93715818,771.9700498,1145.337106,30.65455547,2327.488166,1854.016294,4.056737589
Mexico,Axapusco,270,1149,3.83579525,126.340726,166.3248929,9.27326963,371.8968285,402.1006018,4.255555556
Mexico,Ayapango,70,276,0.282121076,20.90598606,29.24857525,2.839382809,319.8598458,294.3697187,3.942857143
Mexico,Calimaya,739,3190,7.95896849,387.816741,550.3903027,6.930484579,581.1704751,479.2670695,4.316644114
Mexico,Capulhuac,628,2935,6.942631695,998.6329926,1202.049975,6.570728464,869.0479046,1137.658503,4.673566879
Mexico,Chalco,5134,30959,503.1375305,15686.9048,20214.7536,45.14371431,2177.591259,1813.756689,6.030190884
Mexico,Chapa de Mota,186,749,0.914703116,45.40329861,54.17039333,3.392312401,117.2698865,200.8989517,4.02688172
Mexico,Chapultepec,130,423,0.594031334,57.77058031,83.47709674,3.900914984,536.591562,548.1816177,3.253846154
Mexico,Chiautla,308,1389,12.6533931,334.3841295,440.8136607,25.30476182,845.7443912,881.5567969,4.50974026
Mexico,Chicoloapan,2836,14408,156.1478825,5727.700551,7410.019003,30.10439464,1494.838749,1428.608143,5.080394922
Mexico,Chiconcuac,2305,11504,51.12524541,1599.186982,2179.634257,12.34479925,637.891093,526.2986441,4.990889371
Mexico,Chimalhuacan,10935,47129,191.4007508,8602.831872,11348.62664,11.28113799,648.8833039,668.8867339,4.309922268
Mexico,Coacalco de Berriozabal,3349,24368,499.4138828,16505.28995,20472.64551,56.92961201,2876.432166,2333.735216,7.276201851
Mexico,Coatepec Harinas,363,1744,13.55758239,813.1121372,988.3000826,21.59400865,1236.840855,1574.127298,4.804407713
Mexico,Cocotitlan,208,896,2.439208309,96.7797361,137.574198,7.562029727,512.2229384,426.5073104,4.307692308
Mexico,Coyotepec,723,3072,15.94597386,531.4395627,694.0073023,14.41874083,563.3232128,627.5384317,4.248962656
Mexico,Cuautitlan,1630,14728,516.0590263,12940.71001,16428.30275,97.3314296,5063.963387,3098.463763,9.035582822
Mexico,Cuautitlan Izcalli,5991,55672,1585.311923,71289.31013,85412.06198,79.09980294,5813.089973,4261.670637,9.292605575
Mexico,Donato Guerra,189,694,3.613252538,214.7585328,292.8699039,14.462266,1094.916498,1172.229843,3.671957672
Mexico,Ecatepec de Morelos,28584,165695,2445.735644,113489.0129,139111.2179,41.00129831,2252.276846,2332.116537,5.796774419
Mexico,Ecatzingo,115,578,0.709683452,27.91884187,35.59465427,3.410627893,168.2639843,171.0623523,5.026086957
Mexico,El Oro,256,1318,20.77006903,425.9908668,567.1008859,43.77438254,1305.772027,1195.205037,5.1484375
Mexico,Estatal,228276,1412362,25528.71911,1029031.915,1275032.267,50.20887609,2682.810285,2507.683084,6.187080552
Mexico,Huehuetoca,918,5376,82.54932774,3289.608544,4254.604965,42.65321581,2670.198176,2198.35326,5.85620915
Mexico,Hueypoxtla,472,1891,8.255108005,402.0517916,511.4115784,12.12631178,595.0134111,751.2362336,4.006355932
Mexico,Huixquilucan,2316,20351,593.796525,31177.72177,37362.63751,81.04932394,6705.90963,5099.754518,8.787132988
Mexico,Isidro Fabela,91,398,0.783280254,39.15336709,47.09897593,5.466780111,218.6302987,328.7198208,4.373626374
Mexico,Ixtapaluca,5983,35642,640.9405338,16956.1154,20885.50711,49.95203332,1526.75691,1627.722842,5.957212101
Mexico,Ixtapan de la Sal,679,3720,63.44219599,1442.415347,1852.759377,47.37320489,1419.169672,1383.482211,5.478645066
Mexico,Ixtapan del Oro,48,137,0.711435757,21.4316595,25.53595475,14.42489369,196.3460357,517.7606398,2.854166667
Mexico,Ixtlahuaca,1946,9726,74.99163706,2789.972224,3654.734959,21.41785965,1127.342551,1043.804396,4.997944502
Mexico,Jaltenco,324,1432,5.407612673,129.4970926,180.3110344,10.48962731,389.286087,349.7653523,4.419753086
Mexico,Jilotepec,734,5099,77.42909306,3197.431939,3786.357338,42.18097942,1935.726257,2062.690581,6.946866485
Mexico,Jilotzingo,176,661,4.314174466,149.0074854,210.3910951,18.1298305,900.7170966,884.1447938,3.755681818
Mexico,Jiquipilco,289,1349,7.04251307,255.2284095,337.1205998,14.50150949,719.4317305,694.1779915,4.667820069
Mexico,Jocotitlan,640,3527,14.00617242,1580.595355,1904.79672,11.03091423,1346.333301,1500.170683,5.5109375
Mexico,Joquicingo,250,1041,2.365611506,160.4955434,200.1883389,6.312337246,414.7464883,534.1774439,4.164
Mexico,Juchitepec,504,2352,10.10203728,254.302666,336.8527048,11.93078855,399.2945409,397.832465,4.666666667
Mexico,La Paz,4712,28696,616.227779,19732.98068,26128.48545,59.6509559,3406.949744,2529.241924,6.089983022
Mexico,Lerma,1560,11694,241.0593171,9389.627774,11649.74063,57.26092134,3595.180805,2767.264464,7.496153846
Mexico,Luvianos,276,1487,9.043645174,232.7919229,285.0327111,16.8939049,434.753855,532.4529461,5.387681159
Mexico,Malinalco,531,2521,12.22933534,351.3801287,454.675964,13.4749607,476.3888887,500.9872228,4.747645951
Mexico,Melchor Ocampo,751,2823,16.61184969,490.8278007,612.5090905,16.34574103,388.6279038,602.6971804,3.758988016
