iter	RMSE
475	98.25439048
476	98.2491331
477	98.23847723
478	98.20001209
479	98.17859114
480	98.13784295
481	98.08057177
482	98.04880768
483	98.00230838
484	97.99746282
485	97.9688308
486	97.91049489
487	97.84905783
488	97.78716074
489	97.73841842
490	97.60555093
491	97.5418387
492	97.49333121
493	97.4651887
494	97.41372329
495	97.39094049
496	97.34899805
497	97.33011515
498	97.29635008
499	97.27483608
500	97.22992466
501	97.18187821
502	97.1186545
503	97.07797654
504	97.02989525
505	97.005666
506	96.97779217
507	96.9414722
508	96.87952605
509	96.80449058
510	96.76311485
511	96.73490143
512	96.68464983
513	96.63016803
514	96.54481447
515	96.4794068
516	96.44380917
517	96.41401441
518	96.39527105
519	96.36253048
520	96.3209428
521	96.28421922
522	96.22743702
523	96.20847273
524	96.14598401
525	96.12090109
526	96.08131975
527	96.05774506
528	96.01963063
529	95.87088516
530	95.83321031
531	95.81608755
532	95.73986906
533	95.68199249
534	95.60575546
535	95.59276908
536	95.56066655
537	95.52924006
538	95.48491583
539	95.47368972
540	95.41921624
541	95.38640112
542	95.37496429
543	95.32681848
544	95.23364494
545	95.21836641
546	95.17831672
547	95.15202186
548	95.11844947
549	95.09257206
550	95.06079387
551	95.02698194
552	94.97440138
553	94.96260135
554	94.89486293
555	94.8381647
556	94.73205122
557	94.6734634
558	94.63481867
559	94.57552622
560	94.55264956
561	94.51668046
562	94.46863486
563	94.42132159
564	94.36836999
565	94.33155164
566	94.19604218
567	94.17453895
568	94.13936276
569	94.10665386
570	94.07244431
571	94.01822887
572	93.98509418
573	93.94202631
574	93.88706048
575	93.81756671
576	93.7649753
577	93.7328966
578	93.65750985
579	93.62981162
580	93.59519543
581	93.53110015
582	93.50450701
583	93.47828577
584	93.42595763
585	93.35762865
586	93.33407128
587	93.31022847
588	93.28483861
589	93.24252026
590	93.20752258
591	93.19949011
592	93.1654062
593	93.13221834
594	93.0547001
595	93.04044356
596	92.97441425
597	92.92931656
598	92.89315158
599	92.88465242
600	92.83333609
601	92.77776203
602	92.75782642
603	92.71119176
604	92.64701766
605	92.59112756
606	92.53116636
607	92.52137959
608	92.50189455
609	92.48559529
610	92.47797052
611	92.42301224
612	92.40316214
613	92.35822004
614	92.33393471
615	92.28926513
616	92.25813437
617	92.21389201
618	92.18181777
619	92.17045504
620	92.14733609
621	92.11316392
622	92.08462347
623	92.03806345
624	91.97669229
625	91.96755106
626	91.9214121
627	91.90240216
628	91.85903374
629	91.83352348
630	91.81717351
631	91.79752621
632	91.74366115
633	91.69692684
634	91.67707261
635	91.65080546
636	91.63727538
637	91.62963811
638	91.61222817
639	91.55330955
640	91.51818541
641	91.51371908
642	91.4714458
643	91.40619892
644	91.36856158
645	91.32476458
646	91.29526749
647	91.24752947
648	91.22575096
649	91.19663329
650	91.16660631
651	91.13750781
652	91.11278119
653	91.08317898
654	91.03687275
655	91.01390379
656	90.99090815
657	90.95670042
658	90.94532315
659	90.91772691
660	90.88994166
661	90.85114551
662	90.83437622
663	90.77736723
664	90.72695618
665	90.69678483
666	90.6674794
667	90.64824568
668	90.63166056
669	90.61559412
670	90.58174355
671	90.54883751
672	90.52423
673	90.49613408
674	90.46810632
675	90.45289863
676	90.42750386
677	90.38419363
678	90.33996935
679	90.2984401
680	90.27681853
681	90.21791478
682	90.16463262
683	90.14320674
684	90.11564352
685	90.08894258
686	90.04865223
687	90.0243684
688	90.00392424
689	89.95997361
690	89.92784885
691	89.90744441
692	89.87622242
693	89.83571269
694	89.80108058
695	89.76673451
696	89.74542439
697	89.67909628
698	89.66056679
699	89.61994946
700	89.59672552
701	89.57065486
702	89.5552394
703	89.51623675
704	89.4864947
705	89.43439352
706	89.40753152
707	89.35648938
708	89.30415774
709	89.2649914
710	89.25387737
711	89.22975158
712	89.20934373
713	89.18523367
714	89.16740817
715	89.14060808
716	89.10455365
717	89.05087506
718	89.03927284
719	89.01735788
720	88.99508113
721	88.95611405
722	88.93409337
723	88.91088543
724	88.885616
725	88.83923839
726	88.83164819
727	88.81079176
728	88.77122278
729	88.75379143
730	88.68155707
731	88.63663109
732	88.62093927
733	88.60261803
734	88.49996744
735	88.46960963
736	88.45305508
737	88.39527429
738	88.37516152
739	88.35986261
740	88.31882731
741	88.30988459
742	88.23118743
743	88.18304916
744	88.15272383
745	88.10383587
746	88.08608022
747	88.07123983
748	88.02594157
749	88.01210589
750	87.97342435
751	87.93778967
752	87.93144911
753	87.87453155
754	87.83771305
755	87.80868095
756	87.77888627
757	87.74910641
758	87.72360941
759	87.71463176
760	87.68502053
761	87.66615536
762	87.64211866
763	87.59049267
764	87.55551598
765	87.53523441
766	87.48371818
767	87.44949099
768	87.40887924
769	87.349696
770	87.32586141
771	87.30695304
772	87.26545576
773	87.24635326
774	87.20791661
775	87.19839449
776	87.18383537
777	87.14937397
778	87.09481688
779	87.07597623
780	87.03884857
781	87.0020502
782	86.98507358
783	86.93127034
784	86.90150552
785	86.87991928
786	86.81490117
787	86.79007494
788	86.77375408
789	86.76043529
790	86.64906609
791	86.61083797
792	86.55267794
793	86.5124217
794	86.49827573
795	86.48989267
796	86.46872167
797	86.4446062
798	86.43723866
799	86.40587495
800	86.38269018
801	86.36298978
802	86.32647707
803	86.29574006
804	86.2522609
805	86.21537281
806	86.20791062
807	86.17415012
808	86.15266962
809	86.10929521
810	86.09969501
811	86.06768961
812	86.0232381
813	85.9752733
814	85.94093454
815	85.89527135
816	85.85350136
817	85.80929821
818	85.75438245
819	85.7050742
820	85.68422466
821	85.65033468
822	85.61600456
823	85.5717083
824	85.56882091
825	85.54708077
826	85.52879243
827	85.52046674
828	85.48132869
829	85.45056902
830	85.43067144
831	85.41693526
832	85.4074133
833	85.38188007
834	85.33658784
835	85.31018166
836	85.26836853
837	85.23575316
838	85.20824745
839	85.15302776
840	85.12295693
841	85.07591207
842	85.04488775
843	85.01848058
844	84.97514479
845	84.95423909
846	84.93367779
847	84.89497153
848	84.86616959
849	84.82464822
850	84.80278478
851	84.76673289
852	84.73620384
853	84.71702482
854	84.69782889
855	84.65610249
856	84.63352156
857	84.58597743
858	84.54590154
859	84.53375099
860	84.50203595
861	84.49441927
862	84.44996949
863	84.42295643
864	84.39832983
865	84.35932422
866	84.29164924
867	84.24858858
868	84.23279035
869	84.21134637
870	84.19440742
871	84.18558967
872	84.16524171
873	84.14862919
874	84.11817639
875	84.08049011
876	84.03270963
877	84.00050507
878	83.98278236
879	83.94608784
880	83.93131979
881	83.91081125
882	83.87423396
883	83.82880692
884	83.82157454
885	83.81497484
886	83.79852719
887	83.76968295
888	83.74041164
889	83.71862554
890	83.69458473
891	83.67366141
892	83.6235057
893	83.59914624
894	83.57225119
895	83.53512844
896	83.5196983
897	83.47334096
898	83.45313485
899	83.41665102
900	83.39052949
901	83.37880387
902	83.34245152
903	83.29212351
904	83.27141872
905	83.2552081
906	83.24166856
907	83.1865986
908	83.15064179
909	83.11824405
910	83.0872451
911	83.04288881
912	83.03143075
913	82.99263217
914	82.9558609
915	82.92152855
916	82.89151612
917	82.85676343
918	82.83433119
919	82.78840526
920	82.75811946
921	82.74054646
922	82.69393319
923	82.67293103
924	82.62484253
925	82.59651883
926	82.55341451
927	82.53824131
928	82.51582448
929	82.47833353
930	82.45794688
931	82.43379421
932	82.41825537
933	82.38777363
934	82.35654195
935	82.35078971
936	82.32014442
937	82.28128616
938	82.22555593
939	82.19022006
940	82.16822033
941	82.10975175
942	82.07243304
943	82.06829601
944	82.053973
945	82.02495146
946	81.99306878
947	81.94650281
948	81.90901533
949	81.8714426
950	81.85490243
951	81.80081536
952	81.77757122
953	81.76107577
954	81.73785161
955	81.69731864
956	81.67491295
957	81.64798922
958	81.60259369
959	81.56763804
960	81.5466437
961	81.52069488
962	81.49091007
963	81.46674036
964	81.4247418
965	81.40428259
966	81.37514813
967	81.36575946
968	81.33778714
969	81.31113661
970	81.29710969
971	81.26625482
972	81.24687805
973	81.21463528
974	81.17736288
975	81.15761579
976	81.13426606
977	81.10326906
978	81.06588941
979	81.0461912
980	81.02936962
981	80.99536652
982	80.98734183
983	80.95144969
984	80.93348738
985	80.89907078
986	80.85717398
987	80.83413335
988	80.79729552
989	80.75121948
990	80.72287845
991	80.71166891
992	80.70519828
993	80.68276806
994	80.65540184
995	80.62315835
996	80.60482908
997	80.56132922
998	80.55899662
999	80.54157387
