iter	Passed	Remaining
843	1212	224
844	1219	223
845	1220	222
846	1221	220
847	1222	219
848	1222	217
849	1223	215
850	1223	214
851	1224	212
852	1231	212
853	1233	210
854	1234	209
855	1236	208
856	1237	206
857	1238	204
858	1238	203
859	1239	201
860	1239	200
861	1245	199
862	1249	198
863	1250	196
864	1250	195
865	1251	193
866	1251	192
867	1252	190
868	1252	188
869	1261	188
870	1262	186
871	1266	185
872	1267	184
873	1267	182
874	1270	181
875	1270	179
876	1271	178
877	1271	176
878	1272	175
879	1276	174
880	1277	172
881	1277	170
882	1279	169
883	1280	167
884	1280	166
885	1281	164
886	1283	163
887	1289	162
888	1290	161
889	1291	159
890	1292	158
891	1293	156
892	1294	155
893	1295	153
894	1295	151
895	1296	150
896	1296	148
897	1297	147
898	1297	145
899	1298	144
900	1299	142
901	1299	141
902	1300	139
903	1300	138
904	1301	136
905	1301	135
906	1302	133
907	1303	132
908	1303	130
909	1304	129
910	1305	127
911	1305	125
912	1306	124
913	1306	122
914	1307	121
915	1307	119
916	1308	118
917	1308	116
918	1309	115
919	1309	113
920	1310	112
921	1311	110
922	1311	109
923	1312	107
924	1312	106
925	1313	104
926	1313	103
927	1314	101
928	1314	100
929	1315	99
930	1316	97
931	1316	96
932	1317	94
933	1317	93
934	1318	91
935	1318	90
936	1319	88
937	1319	87
938	1320	85
939	1320	84
940	1321	82
941	1321	81
942	1322	79
943	1322	78
944	1323	77
945	1323	75
946	1324	74
947	1324	72
948	1325	71
949	1325	69
950	1326	68
951	1327	66
952	1327	65
953	1328	64
954	1328	62
955	1329	61
956	1330	59
957	1331	58
958	1331	56
959	1332	55
960	1332	54
961	1333	52
962	1333	51
963	1334	49
964	1334	48
965	1335	47
966	1336	45
967	1336	44
968	1337	42
969	1338	41
970	1339	39
971	1339	38
972	1341	37
973	1342	35
974	1343	34
975	1343	33
976	1344	31
977	1344	30
978	1345	28
979	1345	27
980	1346	26
981	1347	24
982	1347	23
983	1348	21
984	1348	20
985	1349	19
986	1349	17
987	1350	16
988	1350	15
989	1351	13
990	1351	12
991	1352	10
992	1352	9
993	1353	8
994	1353	6
995	1354	5
996	1354	4
997	1355	2
998	1356	1
999	1356	0
