iter	RMSE
159	125.6697038
160	125.6067978
161	125.5134611
162	125.2959768
163	125.0368191
164	124.8629455
165	124.7104971
166	124.5546321
167	124.3852771
168	124.3515076
169	124.1998591
170	123.9641187
171	123.8215836
172	123.7334706
173	123.4926727
174	123.2787613
175	122.8915506
176	122.731706
177	122.6169089
178	122.4803574
179	122.2929308
180	122.1493981
181	121.7664867
182	121.6141759
183	121.4933032
184	121.304876
185	121.1747847
186	120.947425
187	120.7894186
188	120.7351038
189	120.5611055
190	120.3012491
191	120.1970286
192	120.0304377
193	119.8733499
194	119.673643
195	119.570605
196	119.3835082
197	119.1978178
198	119.0656438
199	118.8749623
200	118.7242883
201	118.5218433
202	118.458448
203	118.233328
204	118.0887116
205	117.8621622
206	117.8107008
207	117.6279844
208	117.4907201
209	117.3636015
210	117.2826595
211	117.2343542
212	117.0037174
213	116.9430112
214	116.6379815
215	116.3855686
216	116.3152761
217	116.2336698
218	116.1681954
219	116.0517414
220	115.8502938
221	115.5617953
222	115.3979604
223	115.3241685
224	115.0907673
225	114.9371626
226	114.7624364
227	114.7014653
228	114.5410127
229	114.3860268
230	114.1959745
231	114.1089988
232	113.9212128
233	113.8292596
234	113.5937779
235	113.386435
236	113.1269321
237	112.9230137
238	112.766608
239	112.608542
240	112.4350008
241	112.2955547
242	112.2287983
243	112.0766053
244	111.9402099
245	111.819004
246	111.7444862
247	111.4680207
248	111.3341483
249	111.1599181
250	111.0991942
251	110.9587484
252	110.8734054
253	110.6138607
254	110.4851766
255	110.2859558
256	110.1125445
257	109.9519573
258	109.8001677
259	109.6680156
260	109.5445348
261	109.3796694
262	109.1830877
263	109.0105319
264	108.8192232
265	108.6799123
266	108.6091411
267	108.4521777
268	108.3234795
269	108.135789
270	108.0194847
271	107.9839174
272	107.9144117
273	107.7886415
274	107.6526183
275	107.5256914
276	107.4036611
277	107.1774247
278	106.96386
279	106.8159622
280	106.6941711
281	106.5647848
282	106.4353363
283	106.3154528
284	106.2112494
285	106.0686174
286	105.9906647
287	105.8487752
288	105.7122854
289	105.6043534
290	105.4915998
291	105.2898943
292	105.1492826
293	105.033891
294	104.9752377
295	104.8936671
296	104.7285236
297	104.5917563
298	104.5011786
299	104.3079961
300	104.1983182
301	104.0992402
302	103.8946403
303	103.7879703
304	103.7511372
305	103.5769925
306	103.4711345
307	103.351535
308	103.3155706
309	103.1337091
310	103.0240066
311	102.8730955
312	102.7987309
313	102.6987406
314	102.5857739
315	102.5004449
316	102.3060706
317	102.1380658
318	101.9997474
319	101.8354261
320	101.6854611
321	101.5902535
322	101.4736191
323	101.3409765
324	101.1725419
325	101.0412346
326	100.8918168
327	100.7734934
328	100.6685493
329	100.5091441
330	100.3545459
331	100.2304816
332	100.1207683
333	99.99761868
334	99.89778945
335	99.78184978
336	99.70011277
337	99.66120637
338	99.5862032
339	99.48197603
340	99.37562263
341	99.24386586
342	99.15846499
343	99.05820834
344	98.93592586
345	98.78548823
346	98.58649939
347	98.47149923
348	98.32478505
349	98.20994071
350	98.02553463
351	97.83599562
352	97.75511042
353	97.65073125
354	97.54922227
355	97.47537809
356	97.37018625
357	97.26324119
358	97.16523756
359	97.06866283
360	96.952511
361	96.86250304
362	96.77144462
363	96.67080901
364	96.57652104
365	96.42824868
366	96.34253349
367	96.24461076
368	96.16898443
369	95.99329297
370	95.82959204
371	95.70382808
372	95.63491159
373	95.56034009
374	95.47025199
375	95.32850553
376	95.17158823
377	95.06229564
378	94.9750762
379	94.86241148
380	94.77948635
381	94.75530507
382	94.64620341
383	94.52748645
384	94.44920541
385	94.30940114
386	94.28463472
387	94.19641997
388	94.11218525
389	94.08062881
390	93.94516341
391	93.83982237
392	93.73555354
393	93.63901833
394	93.56722433
395	93.49781875
396	93.38648605
397	93.36364045
398	93.21990229
399	93.13973026
400	93.06627266
401	92.99187578
402	92.88315179
403	92.79670602
404	92.71975641
405	92.62910302
406	92.53478798
407	92.46518229
408	92.4461155
409	92.3316799
410	92.23384418
411	92.2118325
412	92.12628782
413	91.98694632
414	91.91107478
415	91.84927783
416	91.73960758
417	91.63137648
418	91.59554822
419	91.56847495
420	91.49378444
421	91.39257707
422	91.37493774
423	91.27585415
424	91.18409083
425	91.08834273
426	91.06221839
427	90.96547712
428	90.89519973
429	90.7986074
430	90.68423827
431	90.55030246
432	90.47771747
433	90.40330202
434	90.31915006
435	90.24585735
436	90.1715486
437	90.09343698
438	90.0065038
439	89.92242031
440	89.86545605
441	89.80453859
442	89.72537887
443	89.60413851
444	89.53555242
445	89.47830092
446	89.41107612
447	89.37513014
448	89.30646248
449	89.24679615
450	89.12406789
451	89.06000833
452	88.96767904
453	88.94271581
454	88.83967171
455	88.74600635
456	88.68569156
457	88.61574453
458	88.54880285
459	88.46998551
460	88.37243708
461	88.28894435
462	88.18381783
463	88.11272256
464	88.03639991
465	88.00362697
466	87.94811518
467	87.80403728
468	87.69290237
469	87.63641398
470	87.56507158
471	87.45446478
472	87.3165577
473	87.2420819
474	87.10698374
475	87.0154519
476	86.94571746
477	86.82493493
478	86.73772187
479	86.6289504
480	86.54936001
481	86.4922658
482	86.41479271
483	86.39518382
484	86.26099937
485	86.11027183
486	86.09831955
487	86.06675149
488	85.99509318
489	85.91366107
490	85.85388653
491	85.83336111
492	85.76324296
493	85.6942944
494	85.58996013
495	85.52453763
496	85.44767898
497	85.31859163
498	85.22134115
499	85.16759733
500	85.11710878
501	85.09584233
502	84.95703206
503	84.87403187
504	84.80821556
505	84.75878092
506	84.69435628
507	84.58769551
508	84.49562928
509	84.47183999
510	84.40495938
511	84.25432056
512	84.14385419
513	84.03779967
514	83.93965534
515	83.87531732
516	83.81306018
517	83.74857167
518	83.70823816
519	83.6710876
520	83.63042339
521	83.50791905
522	83.43627967
523	83.36838518
524	83.29905199
525	83.21136417
526	83.09624407
527	82.99030635
528	82.88045144
529	82.82423162
530	82.72475295
531	82.70502496
532	82.6484671
533	82.52590205
534	82.44470306
535	82.39328881
536	82.31512607
537	82.20387031
538	82.09721002
539	82.05209646
540	82.03867409
541	81.93917004
542	81.81248735
543	81.75373338
544	81.67148262
545	81.57425749
546	81.47408228
547	81.4180745
548	81.3846613
549	81.33484039
550	81.25659386
551	81.21401018
552	81.13674041
553	81.05689882
554	81.0388756
555	80.98746317
556	80.94430488
557	80.89115202
558	80.85939786
559	80.78973757
560	80.70998699
561	80.65627432
562	80.63812631
563	80.57722973
564	80.49410155
565	80.41837328
566	80.40343092
567	80.33623035
568	80.23040091
569	80.21435578
570	80.164381
571	80.05966886
572	80.00779536
573	79.9236867
574	79.82171143
575	79.79636435
576	79.73230591
577	79.65248112
578	79.56091965
579	79.48375808
580	79.35370626
581	79.29815832
582	79.23364511
583	79.14954284
584	79.10925863
585	79.06701716
586	79.01964556
587	79.00961896
588	78.95300359
589	78.90200795
590	78.89256688
591	78.79267895
592	78.71889636
593	78.64213217
594	78.57069012
595	78.5323713
596	78.46611935
597	78.42238327
598	78.35203298
599	78.28914767
600	78.23935119
601	78.22930048
602	78.19331448
603	78.09627943
604	78.02951076
605	77.99390704
606	77.89817691
607	77.83793236
608	77.76516779
609	77.72085873
610	77.64357126
611	77.60267728
612	77.55760682
613	77.49711228
614	77.45263799
615	77.34309249
616	77.28431583
617	77.19058474
618	77.14439189
619	77.09961709
620	77.06077658
621	76.98603449
622	76.93152609
623	76.89801912
624	76.83974364
625	76.76624674
626	76.72158342
627	76.69475662
628	76.57881903
629	76.50020052
630	76.44442091
631	76.38777797
632	76.27600328
633	76.22664506
634	76.1638414
635	76.09266715
636	76.0246105
637	75.96572691
638	75.90182242
639	75.8666372
640	75.79777271
641	75.73433372
642	75.68011635
643	75.63652884
644	75.54196121
645	75.47966337
646	75.39816945
647	75.35942192
648	75.30946563
649	75.23108565
650	75.135962
651	75.06651937
652	75.01764721
653	75.0034669
654	74.95786226
655	74.90051158
656	74.84062123
657	74.79061464
658	74.74980554
659	74.69050404
660	74.62218826
661	74.57366292
662	74.50673417
663	74.4737969
664	74.41757628
665	74.33018963
666	74.27955705
667	74.24002623
668	74.16003391
669	74.13593492
670	74.0745048
671	74.03672124
672	73.977676
673	73.93907614
674	73.88989041
675	73.84692669
676	73.80725355
677	73.74149549
678	73.65907821
679	73.5965085
680	73.54194514
681	73.48550755
682	73.42013224
683	73.38423007
684	73.30039505
685	73.25223931
686	73.18161155
687	73.11996576
688	73.0529141
689	73.01280905
690	72.95005569
691	72.898821
692	72.85193247
693	72.77628452
694	72.71854037
695	72.65897004
696	72.61097239
697	72.5645271
698	72.49114907
699	72.42533914
700	72.37534505
701	72.33914976
702	72.25503886
703	72.18621408
704	72.12306621
705	72.07874097
706	72.04740997
707	71.96716627
708	71.8632202
709	71.84402808
710	71.7854753
711	71.75170908
712	71.68942113
713	71.64362814
714	71.57814074
715	71.494796
716	71.47736378
717	71.43271356
718	71.36444125
719	71.32847405
720	71.26340959
721	71.20111781
722	71.13059477
723	71.08474581
724	71.02598826
725	70.9570383
726	70.92682554
727	70.88281521
728	70.78775019
729	70.72195977
730	70.68725666
731	70.61977285
732	70.54081011
733	70.47216063
734	70.39459699
735	70.33858999
736	70.27149461
737	70.20875628
738	70.1393513
739	70.05558401
740	70.01606755
741	69.98119519
742	69.93187009
743	69.9073288
744	69.87553541
745	69.82097568
746	69.75619605
747	69.69111294
748	69.64752867
749	69.58438428
750	69.49687868
751	69.44925666
752	69.40742082
753	69.37338514
754	69.30175826
755	69.25665241
756	69.20271116
757	69.13983766
758	69.09567032
759	69.04920755
760	68.99112827
761	68.95327063
762	68.90907524
763	68.87574397
764	68.84954912
765	68.80276021
766	68.77135863
767	68.72308934
768	68.70436158
769	68.66891981
770	68.59844291
771	68.58384078
772	68.54076937
773	68.48934407
774	68.44592198
775	68.38325117
776	68.31932349
777	68.26571712
778	68.23242731
779	68.20357582
780	68.1212262
781	68.08486196
782	68.03453238
783	67.92992452
784	67.88558758
785	67.82025151
786	67.78565811
787	67.71278183
788	67.68153126
789	67.6463353
790	67.60359282
791	67.57438236
792	67.52099059
793	67.46152234
794	67.42389644
795	67.3730772
796	67.34038565
797	67.29734717
798	67.24024956
799	67.18234361
800	67.10661052
801	67.05646321
802	67.02446527
803	66.9444743
804	66.91115363
805	66.84781492
806	66.76606317
807	66.73779924
808	66.69088456
809	66.61663219
810	66.5804484
811	66.55155394
812	66.51205667
813	66.48602639
814	66.45281267
815	66.4175729
816	66.38504626
817	66.32923243
818	66.28472905
819	66.26980462
820	66.21470254
821	66.17389987
822	66.14303065
823	66.08855919
824	66.00911263
825	65.93715549
826	65.91422183
827	65.86307948
828	65.81394205
829	65.78924114
830	65.75455643
831	65.7059297
832	65.64138687
833	65.61843817
834	65.57131122
835	65.52125497
836	65.47677094
837	65.4503343
838	65.40747381
839	65.34594123
840	65.25061055
841	65.21999411
842	65.20305733
843	65.16462339
844	65.13702177
845	65.10549296
846	65.0558453
847	65.02581061
848	64.96926493
849	64.91823941
850	64.87761225
851	64.86100291
852	64.80536826
853	64.78041239
854	64.73203811
855	64.69323446
856	64.68601207
857	64.65276336
858	64.62358797
859	64.58169582
860	64.50714893
861	64.45800964
862	64.41589957
863	64.40966924
864	64.35480141
865	64.34960528
866	64.34139748
867	64.31641355
868	64.24736427
869	64.20367541
870	64.19916773
871	64.18338408
872	64.136286
873	64.10303033
874	64.07192187
875	64.01065583
876	63.96041818
877	63.92492301
878	63.88146582
879	63.85464014
880	63.80027231
881	63.77266828
882	63.71425645
883	63.68481297
884	63.64163097
885	63.61899275
886	63.56376563
887	63.52729391
888	63.50536025
889	63.4645156
890	63.41092005
891	63.37127482
892	63.32469738
893	63.25528433
894	63.18411169
895	63.16768455
896	63.14062926
897	63.11037815
898	63.07757166
899	63.03503792
900	63.00106746
901	62.95115911
902	62.92877345
903	62.92352275
904	62.87584685
905	62.85868891
906	62.85024612
907	62.81639877
908	62.78771653
909	62.77729976
910	62.72480316
911	62.68790557
912	62.63652003
913	62.57799082
914	62.54858842
915	62.48100142
916	62.40418166
917	62.36276955
918	62.33029288
919	62.28981437
920	62.24416224
921	62.20644752
922	62.19894288
923	62.16435631
924	62.13916528
925	62.12133547
926	62.04767348
927	62.00931395
928	61.95129302
929	61.9226459
930	61.88009819
931	61.84253073
932	61.79359473
933	61.73553038
934	61.70783901
935	61.66843383
936	61.62447596
937	61.59966773
938	61.56380788
939	61.54745708
940	61.50430019
941	61.4617715
942	61.37471259
943	61.37014897
944	61.36155969
945	61.31439531
946	61.29610043
947	61.27179075
948	61.23105609
949	61.18921789
950	61.12506473
951	61.10132867
952	61.06640771
953	61.01810052
954	61.01513644
955	60.97692635
956	60.97089263
957	60.91538385
958	60.86527547
959	60.83895388
960	60.81491335
961	60.78595644
962	60.75838438
963	60.7267718
964	60.68429458
965	60.6574334
966	60.63599594
967	60.60661995
968	60.55803456
969	60.53976318
970	60.49605359
971	60.47910976
972	60.43584476
973	60.40550834
974	60.35917795
975	60.33154608
976	60.32203221
977	60.30640707
978	60.29665644
979	60.23514101
980	60.20802488
981	60.16657475
982	60.0859375
983	60.06517391
984	60.03885131
985	60.01615514
986	60.0018337
987	59.9692941
988	59.93597004
989	59.8947896
990	59.88895262
991	59.86088975
992	59.81626203
993	59.77034122
994	59.71589987
995	59.67467699
996	59.65679074
997	59.6036512
998	59.57350582
999	59.53410278
